[2025-07-04 12:25:44] local.INFO: Query: select * from `packages` | Time: 33.72ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.59ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 31.1ms  
[2025-07-04 12:39:43] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.43ms  
[2025-07-04 12:39:43] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 35.51ms  
[2025-07-04 12:39:43] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.79ms  
[2025-07-04 12:39:43] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.44ms  
[2025-07-04 12:39:43] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.26ms  
[2025-07-04 12:39:43] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 30.83ms  
[2025-07-04 12:39:43] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 30.86ms  
[2025-07-04 12:39:43] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:39:43' group by `month` order by `month` asc | Time: 29.98ms  
[2025-07-04 12:39:43] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:39:43', '2025-07-04 12:39:43') | Time: 54.07ms  
[2025-07-04 12:40:03] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.42ms  
[2025-07-04 12:40:03] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 30.19ms  
[2025-07-04 12:40:03] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 30.55ms  
[2025-07-04 12:40:03] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 29.9ms  
[2025-07-04 12:40:03] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:40:02' group by `month` order by `month` asc | Time: 29.47ms  
[2025-07-04 12:40:03] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 31.4ms  
[2025-07-04 12:40:03] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 32.23ms  
[2025-07-04 12:40:03] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 29.86ms  
[2025-07-04 12:40:03] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 32.79ms  
[2025-07-04 12:40:03] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 34.48ms  
[2025-07-04 12:40:03] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:40:03' group by `month` order by `month` asc | Time: 34.26ms  
[2025-07-04 12:40:03] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:40:03', '2025-07-04 12:40:03') | Time: 46.45ms  
[2025-07-04 12:40:04] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 49.83ms  
[2025-07-04 12:40:04] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 32.04ms  
[2025-07-04 12:40:04] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30.63ms  
[2025-07-04 12:40:04] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.97ms  
[2025-07-04 12:40:04] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 31.17ms  
[2025-07-04 12:40:05] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.49ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 47.79ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.37ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.6ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 32.1ms  
[2025-07-04 12:40:05] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 34.74ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 37.07ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 35.1ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 35.19ms  
[2025-07-04 12:40:05] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.62ms  
[2025-07-04 12:40:06] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 33.4ms  
[2025-07-04 12:40:06] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 34.73ms  
[2025-07-04 12:40:06] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:40:06' group by `month` order by `month` asc | Time: 34.86ms  
[2025-07-04 12:40:06] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:40:06', '2025-07-04 12:40:06') | Time: 48.44ms  
[2025-07-04 12:40:06] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 28.55ms  
[2025-07-04 12:40:06] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 28.76ms  
[2025-07-04 12:40:06] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 29.35ms  
[2025-07-04 12:40:06] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 29.97ms  
[2025-07-04 12:40:06] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:40:06' group by `month` order by `month` asc | Time: 30.97ms  
[2025-07-04 12:40:06] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 29.4ms  
[2025-07-04 12:40:06] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.94ms  
[2025-07-04 12:40:06] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 29.32ms  
[2025-07-04 13:30:27] local.INFO: Query: select * from `customers` where `customers`.`id` = 13 limit 1 | Time: 32.37ms  
[2025-07-04 13:30:27] local.INFO: Query: select * from `vehicle_brands` where `vehicle_brands`.`id` = 91 limit 1 | Time: 31.52ms  
[2025-07-04 13:30:27] local.INFO: Query: select * from `vehicle_models` where `vehicle_models`.`id` = 511 limit 1 | Time: 31.57ms  
